"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","BEL","Belgium","2007","2007",483.65452,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","BEL","Belgium","2008","2008",479.82927,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","BEL","Belgium","2009","2009",475.36406,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","BEL","Belgium","2010","2010",491.82431,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","BEL","Belgium","2011","2011",500.25082,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","BEL","Belgium","2013","2013",421.99514,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","BEL","Belgium","2014","2014",487.75279,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","CAN","Canada","2015","2015",,"n","Magnitude nil or negligible"
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","CZE","Czechia","2004","2004",406.28171,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","CZE","Czechia","2005","2005",213.94412,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","CZE","Czechia","2006","2006",226.1939,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","CZE","Czechia","2007","2007",241.30531,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","CZE","Czechia","2008","2008",264.00398,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","CZE","Czechia","2009","2009",147.61012,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","CZE","Czechia","2010","2010",201.98311,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","CZE","Czechia","2011","2011",224.20972,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","CZE","Czechia","2012","2012",221.42498,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","CZE","Czechia","2013","2013",226.88429,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","DNK","Denmark","2001","2001",101.38278,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","DNK","Denmark","2002","2002",98.45782,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","DNK","Denmark","2004","2004",111.19825,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","DNK","Denmark","2005","2005",114.73596,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","DNK","Denmark","2006","2006",120.78747,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","DNK","Denmark","2007","2007",127.74125,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","DNK","Denmark","2008","2008",141.20133,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","FRA","France","2001","2001",180.68659,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","FRA","France","2002","2002",190.16539,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","FRA","France","2003","2003",285.53525,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","FRA","France","2004","2004",271.52808,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","FRA","France","2005","2005",274.31857,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","FRA","France","2006","2006",294.80299,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","FRA","France","2007","2007",361.96634,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","FRA","France","2008","2008",369.30939,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","FRA","France","2009","2009",390.31307,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","FRA","France","2010","2010",438.22953,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","FRA","France","2011","2011",454.49991,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","FRA","France","2012","2012",381.97856,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","FRA","France","2013","2013",397.65745,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","DEU","Germany","2006","2006",324.92041,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","DEU","Germany","2012","2012",322.61444,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","HUN","Hungary","2012","2012",412.77929,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","ISL","Iceland","2007","2007",96.69044,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","ISL","Iceland","2008","2008",92.78709,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","ISL","Iceland","2009","2009",89.14791,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","ISL","Iceland","2010","2010",85.67999,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","ISL","Iceland","2011","2011",88.76075,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","ISL","Iceland","2012","2012",97.08556,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","ISL","Iceland","2013","2013",104.47296,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","IRL","Ireland","2008","2008",55.66778,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","IRL","Ireland","2009","2009",123.34549,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","IRL","Ireland","2010","2010",191.19799,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","IRL","Ireland","2011","2011",201.01401,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","IRL","Ireland","2012","2012",217.80167,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","IRL","Ireland","2013","2013",207.92098,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","ITA","Italy","2001","2001",144.78106,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","ITA","Italy","2002","2002",483.14741,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","ITA","Italy","2003","2003",431.68624,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","ITA","Italy","2004","2004",490.58238,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","ITA","Italy","2005","2005",541.80284,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","ITA","Italy","2006","2006",373.13984,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","ITA","Italy","2007","2007",462.43727,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","ITA","Italy","2008","2008",548.10156,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","ITA","Italy","2009","2009",478.97205,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","ITA","Italy","2010","2010",529.67512,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","ITA","Italy","2011","2011",641.78951,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","ITA","Italy","2012","2012",640.01942,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","ITA","Italy","2013","2013",656.49078,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","ITA","Italy","2014","2014",788.90623,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","JPN","Japan","2001","2001",1104.78533,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","JPN","Japan","2002","2002",1154.57731,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","JPN","Japan","2003","2003",1211.46401,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","JPN","Japan","2004","2004",1251.36951,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","JPN","Japan","2005","2005",1409.70417,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","JPN","Japan","2006","2006",1463.09984,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","JPN","Japan","2007","2007",1588.53168,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","JPN","Japan","2008","2008",1660.58064,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","JPN","Japan","2010","2010",1638.9572,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","JPN","Japan","2011","2011",1657.71226,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","JPN","Japan","2012","2012",1749.02893,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","JPN","Japan","2013","2013",1839.31723,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","JPN","Japan","2014","2014",1896.35847,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","KOR","Republic of Korea","2001","2001",478.62658,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","KOR","Republic of Korea","2003","2003",459.44145,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","KOR","Republic of Korea","2004","2004",491.01887,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","KOR","Republic of Korea","2005","2005",523.75116,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","KOR","Republic of Korea","2006","2006",630.20434,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","KOR","Republic of Korea","2007","2007",677.23155,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","KOR","Republic of Korea","2008","2008",732.02003,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","KOR","Republic of Korea","2009","2009",682.62788,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","KOR","Republic of Korea","2012","2012",777.65878,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","KOR","Republic of Korea","2013","2013",547.83816,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","KOR","Republic of Korea","2014","2014",551.41374,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","KOR","Republic of Korea","2015","2015",480.41632,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","LUX","Luxembourg","2008","2008",371.03769,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","LUX","Luxembourg","2010","2010",390.76188,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","LUX","Luxembourg","2011","2011",421.81977,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","LUX","Luxembourg","2012","2012",367.29064,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","LUX","Luxembourg","2013","2013",691.11974,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","LUX","Luxembourg","2014","2014",489.53354,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","MEX","Mexico","2001","2001",178.55821,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","MEX","Mexico","2002","2002",207.03571,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","MEX","Mexico","2003","2003",219.81699,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","MEX","Mexico","2004","2004",217.60239,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","MEX","Mexico","2005","2005",251.17738,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","MEX","Mexico","2006","2006",285.21164,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","MEX","Mexico","2007","2007",311.29406,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","MEX","Mexico","2008","2008",316.86343,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","MEX","Mexico","2010","2010",325.06785,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","MEX","Mexico","2011","2011",388.57329,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","MEX","Mexico","2012","2012",352.71843,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","MEX","Mexico","2013","2013",369.34703,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","MEX","Mexico","2014","2014",396.30929,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","NLD","Netherlands","1999","1999",96.75168,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","NLD","Netherlands","2000","2000",101.22056,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","NLD","Netherlands","2001","2001",101.92242,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","NLD","Netherlands","2002","2002",100.15617,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","NLD","Netherlands","2003","2003",98.81066,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","NLD","Netherlands","2004","2004",105.56111,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","NLD","Netherlands","2005","2005",110.57802,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","NLD","Netherlands","2006","2006",117.66201,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","NLD","Netherlands","2007","2007",120.41089,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","NLD","Netherlands","2008","2008",126.86675,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","NLD","Netherlands","2009","2009",120.0649,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","NLD","Netherlands","2010","2010",132.36069,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","NLD","Netherlands","2011","2011",136.33533,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","NLD","Netherlands","2012","2012",146.16314,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","NLD","Netherlands","2013","2013",159.79232,"‡","UIS Estimation"
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","NLD","Netherlands","2014","2014",169.08214,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","NZL","New Zealand","2003","2003",245.90157,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","NZL","New Zealand","2004","2004",232.65347,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","NZL","New Zealand","2005","2005",361.89825,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","NZL","New Zealand","2006","2006",368.27567,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","NZL","New Zealand","2007","2007",372.75451,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","NZL","New Zealand","2008","2008",389.30463,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","NZL","New Zealand","2009","2009",445.05065,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","NZL","New Zealand","2010","2010",432.70615,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","NZL","New Zealand","2011","2011",447.32586,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","NZL","New Zealand","2012","2012",436.43296,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","NZL","New Zealand","2013","2013",391.7629,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","NZL","New Zealand","2014","2014",397.3282,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","NZL","New Zealand","2015","2015",414.24514,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","NOR","Norway","2001","2001",35.35577,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","NOR","Norway","2013","2013",,"n","Magnitude nil or negligible"
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","POL","Poland","2002","2002",137.249,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","POL","Poland","2003","2003",154.29196,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","POL","Poland","2004","2004",169.61544,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","POL","Poland","2005","2005",105.78577,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","POL","Poland","2006","2006",101.20106,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","POL","Poland","2007","2007",103.16577,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","POL","Poland","2008","2008",442.29675,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","POL","Poland","2009","2009",439.56533,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","POL","Poland","2010","2010",553.24366,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","POL","Poland","2011","2011",577.09333,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","POL","Poland","2012","2012",685.63003,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","POL","Poland","2013","2013",720.79629,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","POL","Poland","2014","2014",730.77486,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","PRT","Portugal","2001","2001",,"n","Magnitude nil or negligible"
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","PRT","Portugal","2002","2002",,"n","Magnitude nil or negligible"
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","PRT","Portugal","2003","2003",,"n","Magnitude nil or negligible"
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","PRT","Portugal","2004","2004",,"n","Magnitude nil or negligible"
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","PRT","Portugal","2005","2005",,"n","Magnitude nil or negligible"
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","PRT","Portugal","2006","2006",,"n","Magnitude nil or negligible"
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","PRT","Portugal","2012","2012",993.70579,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","PRT","Portugal","2013","2013",975.13475,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","PRT","Portugal","2014","2014",1009.4319,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","SVK","Slovakia","2003","2003",766.18218,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","SVK","Slovakia","2004","2004",610.56654,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","SVK","Slovakia","2005","2005",687.00577,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","SVK","Slovakia","2006","2006",856.14879,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","SVK","Slovakia","2007","2007",647.8445,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","SVK","Slovakia","2008","2008",808.18936,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","SVK","Slovakia","2009","2009",914.86224,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","SVK","Slovakia","2010","2010",1182.72194,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","SVK","Slovakia","2011","2011",1118.37918,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","SVK","Slovakia","2012","2012",1171.61326,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","SVK","Slovakia","2014","2014",1145.21658,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","ESP","Spain","2001","2001",269.37735,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","ESP","Spain","2003","2003",278.8266,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","ESP","Spain","2004","2004",332.67653,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","ESP","Spain","2007","2007",496.66094,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","ESP","Spain","2008","2008",506.06388,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","ESP","Spain","2009","2009",558.7102,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","ESP","Spain","2010","2010",606.07451,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","ESP","Spain","2011","2011",604.26275,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","ESP","Spain","2012","2012",1275.05808,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","ESP","Spain","2013","2013",1810.77128,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","ESP","Spain","2014","2014",1831.06562,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","SWE","Sweden","2001","2001",4.61207,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","SWE","Sweden","2003","2003",4.75598,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","SWE","Sweden","2004","2004",6.22914,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","SWE","Sweden","2005","2005",6.24833,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","SWE","Sweden","2006","2006",7.00018,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","SWE","Sweden","2008","2008",7.79226,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","SWE","Sweden","2009","2009",4.11038,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","SWE","Sweden","2010","2010",5.01006,,
"XUNIT_PPP_1_FSHH_FFNTR","Initial household funding per primary student, PPP$","SWE","Sweden","2011","2011",,"n","Magnitude nil or negligible"
