"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","DNK","Denmark","2001","2001",12994.89578,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","DNK","Denmark","2002","2002",13528.53659,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","DNK","Denmark","2003","2003",13478.00175,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","DNK","Denmark","2004","2004",14608.06109,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","DNK","Denmark","2005","2005",14964.32602,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","DNK","Denmark","2006","2006",15684.24641,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","DNK","Denmark","2007","2007",16201.47449,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","DNK","Denmark","2008","2008",16953.24579,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","DNK","Denmark","2009","2009",18843.35282,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","DNK","Denmark","2010","2010",20458.13703,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","DNK","Denmark","2011","2011",20987.48539,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","DNK","Denmark","2012","2012",18132.52432,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","DNK","Denmark","2013","2013",22306.82627,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","FIN","Finland","1999","1999",7509.68317,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","FIN","Finland","2000","2000",7910.55982,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","FIN","Finland","2001","2001",8444.75104,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","FIN","Finland","2002","2002",8950.79331,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","FIN","Finland","2003","2003",9329.44304,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","FIN","Finland","2004","2004",10042.68158,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","FIN","Finland","2005","2005",10130.95578,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","FIN","Finland","2006","2006",10752.05514,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","FIN","Finland","2007","2007",11333.69217,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","FIN","Finland","2008","2008",12416.98445,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","FIN","Finland","2009","2009",13111.48453,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","FIN","Finland","2010","2010",13615.41568,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","FIN","Finland","2011","2011",14209.47127,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","FIN","Finland","2012","2012",15817.58843,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","FIN","Finland","2013","2013",16092.04679,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","FIN","Finland","2014","2014",16228.14332,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","FRA","France","1999","1999",83439.53282,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","FRA","France","2000","2000",88017.26188,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","FRA","France","2001","2001",92001.03048,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","FRA","France","2002","2002",95745.74554,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","FRA","France","2003","2003",100657.04956,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","FRA","France","2004","2004",103104.9333,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","FRA","France","2005","2005",106339.2976,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","FRA","France","2006","2006",112676.43241,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","FRA","France","2007","2007",119042.31663,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","FRA","France","2008","2008",123208.87111,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","FRA","France","2009","2009",129097.65311,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","FRA","France","2010","2010",133147.9595,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","FRA","France","2011","2011",135003.76176,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","FRA","France","2012","2012",136775.74704,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","FRA","France","2013","2013",143605.82555,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","DEU","Germany","2006","2006",120776.24687,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","DEU","Germany","2007","2007",130182.22311,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","DEU","Germany","2008","2008",137690.02155,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","DEU","Germany","2009","2009",148218.34727,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","DEU","Germany","2010","2010",157769.42167,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","DEU","Germany","2011","2011",164770.22855,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","DEU","Germany","2012","2012",172847.5775,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","DEU","Germany","2013","2013",180179.61358,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","DEU","Germany","2014","2014",188635.07657,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","GRC","Greece","1999","1999",6016.4635,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","GRC","Greece","2000","2000",6807.79611,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","GRC","Greece","2001","2001",7679.03172,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","GRC","Greece","2002","2002",8442.95318,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","GRC","Greece","2003","2003",8945.07069,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","GRC","Greece","2004","2004",10226.54909,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","GRC","Greece","2005","2005",11139.84114,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","HUN","Hungary","1999","1999",5083.82525,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","HUN","Hungary","2000","2000",5888.62703,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","HUN","Hungary","2001","2001",6653.02163,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","HUN","Hungary","2002","2002",7642.87457,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","HUN","Hungary","2003","2003",9071.01063,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","HUN","Hungary","2004","2004",8758.49263,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","HUN","Hungary","2005","2005",9181.01381,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","HUN","Hungary","2006","2006",9789.40677,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","HUN","Hungary","2007","2007",9846.11455,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","HUN","Hungary","2008","2008",10333.01121,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","HUN","Hungary","2009","2009",10286.00446,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","HUN","Hungary","2010","2010",10289.74436,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","HUN","Hungary","2011","2011",10479.04792,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","HUN","Hungary","2013","2013",10182.92399,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","HUN","Hungary","2014","2014",11730.39156,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","ISL","Iceland","1999","1999",527.50531,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","ISL","Iceland","2000","2000",538.23093,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","ISL","Iceland","2001","2001",610.79542,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","ISL","Iceland","2002","2002",684.29524,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","ISL","Iceland","2003","2003",685.09995,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","ISL","Iceland","2004","2004",744.79428,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","ISL","Iceland","2005","2005",812.72709,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","ISL","Iceland","2006","2006",867.35948,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","ISL","Iceland","2007","2007",895.89101,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","ISL","Iceland","2008","2008",976.59374,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","ISL","Iceland","2009","2009",959.84998,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","ISL","Iceland","2010","2010",880.08581,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","ISL","Iceland","2011","2011",886.73285,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","ISL","Iceland","2012","2012",1021.44043,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","ISL","Iceland","2013","2013",1071.95923,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","IRL","Ireland","1999","1999",4197.21988,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","IRL","Ireland","2000","2000",4746.53452,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","IRL","Ireland","2001","2001",5160.65838,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","IRL","Ireland","2002","2002",5684.89578,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","IRL","Ireland","2003","2003",6090.31209,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","IRL","Ireland","2004","2004",7066.15084,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","IRL","Ireland","2005","2005",7607.07286,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","IRL","Ireland","2006","2006",8592.05248,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","IRL","Ireland","2007","2007",9688.96665,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","IRL","Ireland","2008","2008",10823.72012,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","IRL","Ireland","2009","2009",11593.04345,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","IRL","Ireland","2010","2010",11944.05631,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","IRL","Ireland","2011","2011",12035.28505,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","IRL","Ireland","2012","2012",12267.09206,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","IRL","Ireland","2013","2013",11825.13917,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","ITA","Italy","1999","1999",65731.88972,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","ITA","Italy","2000","2000",66107.92208,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","ITA","Italy","2001","2001",74472.73956,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","ITA","Italy","2002","2002",72677.3521,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","ITA","Italy","2003","2003",75912.26792,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","ITA","Italy","2004","2004",74746.70314,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","ITA","Italy","2005","2005",74028.60504,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","ITA","Italy","2006","2006",85354.96748,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","ITA","Italy","2007","2007",81790.49932,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","ITA","Italy","2008","2008",91695.82275,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","ITA","Italy","2009","2009",92617.96123,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","ITA","Italy","2010","2010",90494.89079,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","ITA","Italy","2011","2011",89440.79892,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","ITA","Italy","2013","2013",90719.52421,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","ITA","Italy","2014","2014",89991.28593,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","JPN","Japan","1999","1999",108760.31101,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","JPN","Japan","2000","2000",112764.28232,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","JPN","Japan","2001","2001",117498.37276,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","JPN","Japan","2002","2002",121068.16034,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","JPN","Japan","2003","2003",126460.50333,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","JPN","Japan","2004","2004",128418.98465,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","JPN","Japan","2005","2005",130760.94586,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","JPN","Japan","2006","2006",134685.96867,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","JPN","Japan","2007","2007",140783.53955,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","JPN","Japan","2008","2008",146698.78436,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","JPN","Japan","2010","2010",154251.64788,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","JPN","Japan","2011","2011",163259.51552,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","JPN","Japan","2012","2012",168853.83429,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","JPN","Japan","2013","2013",173984.54836,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","JPN","Japan","2014","2014",178421.43914,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","KOR","Republic of Korea","1999","1999",26398.11557,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","KOR","Republic of Korea","2001","2001",35418.60852,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","KOR","Republic of Korea","2002","2002",37540.2541,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","KOR","Republic of Korea","2003","2003",42302.40529,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","KOR","Republic of Korea","2004","2004",45406.43318,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","KOR","Republic of Korea","2005","2005",45485.82295,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","KOR","Republic of Korea","2006","2006",49634.65688,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","KOR","Republic of Korea","2007","2007",53534.45825,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","KOR","Republic of Korea","2008","2008",62750.26654,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","KOR","Republic of Korea","2009","2009",65210.10501,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","KOR","Republic of Korea","2012","2012",72018.83158,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","KOR","Republic of Korea","2015","2015",86476.32639,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","LUX","Luxembourg","2001","2001",879.55008,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","LUX","Luxembourg","2012","2012",1989.83672,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","LUX","Luxembourg","2014","2014",2265.85984,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","MEX","Mexico","1999","1999",36011.28401,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","MEX","Mexico","2000","2000",43856.03161,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","MEX","Mexico","2001","2001",47552.93544,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","MEX","Mexico","2002","2002",50679.40752,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","MEX","Mexico","2003","2003",58701.99186,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","MEX","Mexico","2004","2004",58194.05445,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","MEX","Mexico","2005","2005",65018.3088,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","MEX","Mexico","2006","2006",69528.99183,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","MEX","Mexico","2007","2007",73439.64741,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","MEX","Mexico","2008","2008",79719.01164,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","MEX","Mexico","2009","2009",84926.46493,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","MEX","Mexico","2010","2010",89934.9572,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","MEX","Mexico","2011","2011",97585.23153,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","MEX","Mexico","2012","2012",102713.6027,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","MEX","Mexico","2013","2013",96988.69753,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","MEX","Mexico","2014","2014",114922.05422,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","NLD","Netherlands","1999","1999",20858.24901,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","NLD","Netherlands","2000","2000",23257.51421,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","NLD","Netherlands","2001","2001",25089.56555,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","NLD","Netherlands","2002","2002",26734.53242,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","NLD","Netherlands","2003","2003",27895.75472,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","NLD","Netherlands","2004","2004",29513.4502,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","NLD","Netherlands","2005","2005",31374.00113,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","NLD","Netherlands","2006","2006",33800.29783,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","NLD","Netherlands","2007","2007",35127.51147,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","NLD","Netherlands","2008","2008",38392.12215,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","NLD","Netherlands","2009","2009",40054.95444,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","NLD","Netherlands","2010","2010",41157.7222,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","NLD","Netherlands","2011","2011",42495.95431,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","NLD","Netherlands","2012","2012",42851.23386,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","NLD","Netherlands","2013","2013",45772.31032,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","NLD","Netherlands","2014","2014",45745.09635,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","NZL","New Zealand","1999","1999",4893.30363,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","NZL","New Zealand","2001","2001",5443.79519,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","NZL","New Zealand","2002","2002",5595.99228,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","NZL","New Zealand","2003","2003",5924.12602,,
"X_PPP_FSGOV","Government expenditure on education, PPP$ (millions)","NZL","New Zealand","2004","2004",6284.49422,,
