"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"X_US_FSGOV","Government expenditure on education, US$ (millions)","GRC","Greece","2002","2002",5267.64478,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","GRC","Greece","2003","2003",6924.67604,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","GRC","Greece","2004","2004",8820.37955,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","GRC","Greece","2005","2005",9822.01221,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","HUN","Hungary","1999","1999",2241.20773,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","HUN","Hungary","2000","2000",2298.78035,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","HUN","Hungary","2001","2001",2650.4193,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","HUN","Hungary","2002","2002",3501.61888,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","HUN","Hungary","2003","2003",4939.9639,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","HUN","Hungary","2004","2004",5547.16002,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","HUN","Hungary","2005","2005",6022.92101,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","HUN","Hungary","2006","2006",6121.06089,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","HUN","Hungary","2007","2007",7198.51497,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","HUN","Hungary","2008","2008",7865.05053,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","HUN","Hungary","2009","2009",6483.15192,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","HUN","Hungary","2010","2010",6243.75819,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","HUN","Hungary","2011","2011",6477.08599,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","HUN","Hungary","2013","2013",5684.10917,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","HUN","Hungary","2014","2014",6490.19819,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","ISL","Iceland","1999","1999",577.90595,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","ISL","Iceland","2000","2000",580.4798,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","ISL","Iceland","2001","2001",552.22192,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","ISL","Iceland","2002","2002",680.14231,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","ISL","Iceland","2003","2003",828.0645,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","ISL","Iceland","2004","2004",990.05545,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","ISL","Iceland","2005","2005",1236.74504,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","ISL","Iceland","2006","2006",1256.66761,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","ISL","Iceland","2007","2007",1503.62145,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","ISL","Iceland","2008","2008",1271.73422,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","ISL","Iceland","2009","2009",945.78219,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","ISL","Iceland","2010","2010",954.9131,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","ISL","Iceland","2011","2011",1033.54539,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","ISL","Iceland","2012","2012",1118.49375,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","ISL","Iceland","2013","2013",1201.10552,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","IRL","Ireland","1999","1999",4086.68623,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","IRL","Ireland","2000","2000",4130.56081,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","IRL","Ireland","2001","2001",4465.67124,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","IRL","Ireland","2002","2002",5253.67081,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","IRL","Ireland","2003","2003",6909.0535,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","IRL","Ireland","2004","2004",8697.62102,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","IRL","Ireland","2005","2005",9571.10914,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","IRL","Ireland","2006","2006",10549.38261,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","IRL","Ireland","2007","2007",12719.18898,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","IRL","Ireland","2008","2008",14973.53157,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","IRL","Ireland","2009","2009",14498.21375,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","IRL","Ireland","2010","2010",13414.21935,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","IRL","Ireland","2011","2011",13910.89238,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","IRL","Ireland","2012","2012",12972.86781,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","IRL","Ireland","2013","2013",12725.36833,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","ITA","Italy","1999","1999",56476.97131,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","ITA","Italy","2000","2000",49082.66543,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","ITA","Italy","2001","2001",54267.20238,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","ITA","Italy","2002","2002",56323.16958,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","ITA","Italy","2003","2003",71494.44811,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","ITA","Italy","2004","2004",79075.03285,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","ITA","Italy","2005","2005",78727.4559,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","ITA","Italy","2006","2006",88152.16038,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","ITA","Italy","2007","2007",90733.27056,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","ITA","Italy","2008","2008",105260.67982,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","ITA","Italy","2009","2009",99125.66616,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","ITA","Italy","2010","2010",92496.32614,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","ITA","Italy","2011","2011",94325.23132,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","ITA","Italy","2013","2013",88729.03311,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","ITA","Italy","2014","2014",87688.55608,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","JPN","Japan","1999","1999",138448.07494,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","JPN","Japan","2000","2000",160410.47533,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","JPN","Japan","2001","2001",168964.99549,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","JPN","Japan","2002","2002",149133.52716,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","JPN","Japan","2003","2003",145003.9743,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","JPN","Japan","2004","2004",154845.16336,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","JPN","Japan","2005","2005",162204.10025,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","JPN","Japan","2006","2006",158311.69945,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","JPN","Japan","2007","2007",150903.99649,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","JPN","Japan","2008","2008",149868.60731,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","JPN","Japan","2010","2010",190396.28663,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","JPN","Japan","2011","2011",207630.36479,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","JPN","Japan","2012","2012",227349.32221,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","JPN","Japan","2013","2013",227371.30436,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","JPN","Japan","2014","2014",185120.50193,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","KOR","Republic of Korea","1999","1999",16762.63174,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","KOR","Republic of Korea","2001","2001",20775.34957,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","KOR","Republic of Korea","2002","2002",23097.80159,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","KOR","Republic of Korea","2003","2003",28121.89304,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","KOR","Republic of Korea","2004","2004",31477.02711,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","KOR","Republic of Korea","2005","2005",35039.64107,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","KOR","Republic of Korea","2006","2006",40142.31946,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","KOR","Republic of Korea","2007","2007",44371.5167,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","KOR","Republic of Korea","2008","2008",44738.5821,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","KOR","Republic of Korea","2009","2009",42118.80497,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","KOR","Republic of Korea","2012","2012",55532.53087,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","KOR","Republic of Korea","2015","2015",71490.28623,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","LUX","Luxembourg","2001","2001",756.40519,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","LUX","Luxembourg","2012","2012",2318.35908,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","LUX","Luxembourg","2014","2014",2649.37266,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","MEX","Mexico","1999","1999",21220.41864,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","MEX","Mexico","2000","2000",28262.75789,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","MEX","Mexico","2001","2001",32092.21751,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","MEX","Mexico","2002","2002",34397.00507,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","MEX","Mexico","2003","2003",36996.16728,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","MEX","Mexico","2004","2004",36974.23651,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","MEX","Mexico","2005","2005",42519.7987,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","MEX","Mexico","2006","2006",45842.45108,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","MEX","Mexico","2007","2007",49376.87632,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","MEX","Mexico","2008","2008",53502.22454,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","MEX","Mexico","2009","2009",46693.8443,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","MEX","Mexico","2010","2010",54574.32703,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","MEX","Mexico","2011","2011",60271.64684,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","MEX","Mexico","2012","2012",61292.85176,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","MEX","Mexico","2013","2013",59848.43559,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","MEX","Mexico","2014","2014",69154.23482,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","NLD","Netherlands","1999","1999",20141.72171,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","NLD","Netherlands","2000","2000",19094.38917,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","NLD","Netherlands","2001","2001",20265.52125,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","NLD","Netherlands","2002","2002",22665.30311,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","NLD","Netherlands","2003","2003",29173.54401,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","NLD","Netherlands","2004","2004",33272.40253,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","NLD","Netherlands","2005","2005",35004.15371,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","NLD","Netherlands","2006","2006",36989.89085,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","NLD","Netherlands","2007","2007",41414.98023,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","NLD","Netherlands","2008","2008",47675.23269,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","NLD","Netherlands","2009","2009",47150.15708,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","NLD","Netherlands","2010","2010",46470.93882,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","NLD","Netherlands","2011","2011",49387.51743,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","NLD","Netherlands","2012","2012",45390.19716,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","NLD","Netherlands","2013","2013",48463.72569,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","NLD","Netherlands","2014","2014",48637.79358,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","NZL","New Zealand","1999","1999",3731.35586,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","NZL","New Zealand","2001","2001",3452.34576,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","NZL","New Zealand","2002","2002",3451.5997,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","NZL","New Zealand","2003","2003",4289.17936,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","NZL","New Zealand","2004","2004",5746.92317,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","NZL","New Zealand","2005","2005",6524.16941,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","NZL","New Zealand","2006","2006",6829.01288,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","NZL","New Zealand","2007","2007",6602.70864,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","NZL","New Zealand","2008","2008",7561.10458,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","NZL","New Zealand","2009","2009",8371.52343,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","NZL","New Zealand","2010","2010",8496.63002,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","NZL","New Zealand","2011","2011",10168.1078,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","NZL","New Zealand","2012","2012",12049.64781,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","NZL","New Zealand","2013","2013",11808.58551,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","NZL","New Zealand","2014","2014",12108.12278,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","NZL","New Zealand","2015","2015",12733.10982,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","NOR","Norway","1999","1999",11305.51851,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","NOR","Norway","2000","2000",11075.00738,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","NOR","Norway","2001","2001",11883.40358,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","NOR","Norway","2002","2002",14541.69694,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","NOR","Norway","2003","2003",16972.98099,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","NOR","Norway","2004","2004",19304.77095,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","NOR","Norway","2005","2005",21205.12224,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","NOR","Norway","2006","2006",22057.64583,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","NOR","Norway","2007","2007",26198.8331,,
